date,bitcoin,bitcoin_unscaled,bitcoin_monthly,scale
2018-10-17,4.130000000000001,59,7.0,0.07
2018-10-18,4.2,60,7.0,0.07
2018-10-19,3.9200000000000004,56,7.0,0.07
2018-10-20,3.6400000000000006,52,7.0,0.07
2018-10-21,3.6400000000000006,52,7.0,0.07
2018-10-22,3.8500000000000005,55,7.0,0.07
2018-10-23,4.550000000000001,65,7.0,0.07
2018-10-24,4.340000000000001,62,7.0,0.07
2018-10-25,4.0600000000000005,58,7.0,0.07
2018-10-26,3.8500000000000005,55,7.0,0.07
2018-10-27,3.5700000000000003,51,7.0,0.07
2018-10-28,3.1500000000000004,45,7.0,0.07
2018-10-29,4.760000000000001,68,7.0,0.07
2018-10-30,4.69,67,7.0,0.07
2018-10-31,4.69,67,7.0,0.07
2018-11-01,3.85,35,11.0,0.11
2018-11-02,3.52,32,11.0,0.11
2018-11-03,3.08,28,11.0,0.11
2018-11-04,3.63,33,11.0,0.11
2018-11-05,3.96,36,11.0,0.11
2018-11-06,3.96,36,11.0,0.11
2018-11-07,3.41,31,11.0,0.11
2018-11-08,3.52,32,11.0,0.11
2018-11-09,3.3,30,11.0,0.11
2018-11-10,3.08,28,11.0,0.11
2018-11-11,2.86,26,11.0,0.11
2018-11-12,3.52,32,11.0,0.11
2018-11-13,3.52,32,11.0,0.11
2018-11-14,7.04,64,11.0,0.11
2018-11-15,7.59,69,11.0,0.11
2018-11-16,5.28,48,11.0,0.11
2018-11-17,4.51,41,11.0,0.11
2018-11-18,4.07,37,11.0,0.11
2018-11-19,7.92,72,11.0,0.11
2018-11-20,11.0,100,11.0,0.11
2018-11-21,9.13,83,11.0,0.11
2018-11-22,5.61,51,11.0,0.11
2018-11-23,6.38,58,11.0,0.11
2018-11-24,6.16,56,11.0,0.11
2018-11-25,9.9,90,11.0,0.11
2018-11-26,9.35,85,11.0,0.11
2018-11-27,9.02,82,11.0,0.11
2018-11-28,7.81,71,11.0,0.11
2018-11-29,6.6,60,11.0,0.11
2018-11-30,6.49,59,11.0,0.11
2018-12-01,5.5,50,11.0,0.11
2018-12-02,4.51,41,11.0,0.11
2018-12-03,7.37,67,11.0,0.11
2018-12-04,7.26,66,11.0,0.11
2018-12-05,6.6,60,11.0,0.11
2018-12-06,7.48,68,11.0,0.11
2018-12-07,11.0,100,11.0,0.11
2018-12-08,7.37,67,11.0,0.11
2018-12-09,6.16,56,11.0,0.11
2018-12-10,6.82,62,11.0,0.11
2018-12-11,6.93,63,11.0,0.11
2018-12-12,6.6,60,11.0,0.11
2018-12-13,7.15,65,11.0,0.11
2018-12-14,8.25,75,11.0,0.11
2018-12-15,6.71,61,11.0,0.11
2018-12-16,6.05,55,11.0,0.11
2018-12-17,7.48,68,11.0,0.11
2018-12-18,7.37,67,11.0,0.11
2018-12-19,8.25,75,11.0,0.11
2018-12-20,8.36,76,11.0,0.11
2018-12-21,7.7,70,11.0,0.11
2018-12-22,5.72,52,11.0,0.11
2018-12-23,5.83,53,11.0,0.11
2018-12-24,7.15,65,11.0,0.11
2018-12-25,6.71,61,11.0,0.11
2018-12-26,6.2700000000000005,57,11.0,0.11
2018-12-27,6.16,56,11.0,0.11
2018-12-28,5.94,54,11.0,0.11
2018-12-29,5.39,49,11.0,0.11
2018-12-30,4.62,42,11.0,0.11
2018-12-31,4.95,45,11.0,0.11
2019-01-01,5.460000000000001,78,7.0,0.07
2019-01-02,6.510000000000001,93,7.0,0.07
2019-01-03,6.510000000000001,93,7.0,0.07
2019-01-04,6.65,95,7.0,0.07
2019-01-05,5.040000000000001,72,7.0,0.07
2019-01-06,5.180000000000001,74,7.0,0.07
2019-01-07,6.0200000000000005,86,7.0,0.07
2019-01-08,5.670000000000001,81,7.0,0.07
2019-01-09,5.880000000000001,84,7.0,0.07
2019-01-10,7.000000000000001,100,7.0,0.07
2019-01-11,6.090000000000001,87,7.0,0.07
2019-01-12,5.390000000000001,77,7.0,0.07
2019-01-13,5.390000000000001,77,7.0,0.07
2019-01-14,5.8100000000000005,83,7.0,0.07
2019-01-15,5.670000000000001,81,7.0,0.07
2019-01-16,5.250000000000001,75,7.0,0.07
2019-01-17,5.180000000000001,74,7.0,0.07
2019-01-18,4.760000000000001,68,7.0,0.07
2019-01-19,4.760000000000001,68,7.0,0.07
2019-01-20,4.2,60,7.0,0.07
2019-01-21,4.2700000000000005,61,7.0,0.07
2019-01-22,4.83,69,7.0,0.07
2019-01-23,5.11,73,7.0,0.07
2019-01-24,4.550000000000001,65,7.0,0.07
2019-01-25,4.760000000000001,68,7.0,0.07
2019-01-26,4.2700000000000005,61,7.0,0.07
2019-01-27,4.550000000000001,65,7.0,0.07
2019-01-28,5.460000000000001,78,7.0,0.07
2019-01-29,5.32,76,7.0,0.07
2019-01-30,4.62,66,7.0,0.07
2019-01-31,4.62,66,7.0,0.07
2019-02-01,4.0600000000000005,58,7.0,0.07
2019-02-02,3.7100000000000004,53,7.0,0.07
2019-02-03,3.99,57,7.0,0.07
2019-02-04,4.62,66,7.0,0.07
2019-02-05,6.0200000000000005,86,7.0,0.07
2019-02-06,5.460000000000001,78,7.0,0.07
2019-02-07,4.970000000000001,71,7.0,0.07
2019-02-08,5.460000000000001,78,7.0,0.07
2019-02-09,4.69,67,7.0,0.07
2019-02-10,4.41,63,7.0,0.07
2019-02-11,4.62,66,7.0,0.07
2019-02-12,4.41,63,7.0,0.07
2019-02-13,4.2,60,7.0,0.07
2019-02-14,4.41,63,7.0,0.07
2019-02-15,4.2,60,7.0,0.07
2019-02-16,3.8500000000000005,55,7.0,0.07
2019-02-17,3.43,49,7.0,0.07
2019-02-18,5.250000000000001,75,7.0,0.07
2019-02-19,6.090000000000001,87,7.0,0.07
2019-02-20,5.460000000000001,78,7.0,0.07
2019-02-21,5.180000000000001,74,7.0,0.07
2019-02-22,4.83,69,7.0,0.07
2019-02-23,5.6000000000000005,80,7.0,0.07
2019-02-24,7.000000000000001,100,7.0,0.07
2019-02-25,5.53,79,7.0,0.07
2019-02-26,4.340000000000001,62,7.0,0.07
2019-02-27,4.62,66,7.0,0.07
2019-02-28,4.9,70,7.0,0.07
2019-03-01,4.92,82,6.0,0.06
2019-03-02,4.74,79,6.0,0.06
2019-03-03,4.74,79,6.0,0.06
2019-03-04,5.1,85,6.0,0.06
2019-03-05,5.76,96,6.0,0.06
2019-03-06,5.76,96,6.0,0.06
2019-03-07,5.3999999999999995,90,6.0,0.06
2019-03-08,5.04,84,6.0,0.06
2019-03-09,4.92,82,6.0,0.06
2019-03-10,4.68,78,6.0,0.06
2019-03-11,5.1,85,6.0,0.06
2019-03-12,5.279999999999999,88,6.0,0.06
2019-03-13,4.859999999999999,81,6.0,0.06
2019-03-14,4.32,72,6.0,0.06
2019-03-15,4.859999999999999,81,6.0,0.06
2019-03-16,5.1,85,6.0,0.06
2019-03-17,4.9799999999999995,83,6.0,0.06
2019-03-18,5.64,94,6.0,0.06
2019-03-19,5.22,87,6.0,0.06
2019-03-20,5.64,94,6.0,0.06
2019-03-21,6.0,100,6.0,0.06
2019-03-22,5.76,96,6.0,0.06
2019-03-23,5.279999999999999,88,6.0,0.06
2019-03-24,4.5,75,6.0,0.06
2019-03-25,4.859999999999999,81,6.0,0.06
2019-03-26,4.859999999999999,81,6.0,0.06
2019-03-27,5.16,86,6.0,0.06
2019-03-28,4.92,82,6.0,0.06
2019-03-29,5.3999999999999995,90,6.0,0.06
2019-03-30,5.04,84,6.0,0.06
2019-03-31,4.74,79,6.0,0.06
2019-04-01,4.0,40,10.0,0.1
2019-04-02,9.600000000000001,96,10.0,0.1
2019-04-03,10.0,100,10.0,0.1
2019-04-04,6.7,67,10.0,0.1
2019-04-05,5.1000000000000005,51,10.0,0.1
2019-04-06,4.800000000000001,48,10.0,0.1
2019-04-07,4.7,47,10.0,0.1
2019-04-08,5.5,55,10.0,0.1
2019-04-09,4.7,47,10.0,0.1
2019-04-10,5.4,54,10.0,0.1
2019-04-11,5.0,50,10.0,0.1
2019-04-12,4.4,44,10.0,0.1
2019-04-13,3.7,37,10.0,0.1
2019-04-14,3.5,35,10.0,0.1
2019-04-15,4.5,45,10.0,0.1
2019-04-16,4.2,42,10.0,0.1
2019-04-17,4.800000000000001,48,10.0,0.1
2019-04-18,4.6000000000000005,46,10.0,0.1
2019-04-19,4.4,44,10.0,0.1
2019-04-20,4.1000000000000005,41,10.0,0.1
2019-04-21,3.7,37,10.0,0.1
2019-04-22,4.4,44,10.0,0.1
2019-04-23,5.9,59,10.0,0.1
2019-04-24,4.6000000000000005,46,10.0,0.1
2019-04-25,4.5,45,10.0,0.1
2019-04-26,4.7,47,10.0,0.1
2019-04-27,3.8000000000000003,38,10.0,0.1
2019-04-28,3.8000000000000003,38,10.0,0.1
2019-04-29,3.7,37,10.0,0.1
2019-04-30,3.7,37,10.0,0.1
2019-05-01,3.9200000000000004,28,14.0,0.14
2019-05-02,4.2,30,14.0,0.14
2019-05-03,5.32,38,14.0,0.14
2019-05-04,5.040000000000001,36,14.0,0.14
2019-05-05,5.040000000000001,36,14.0,0.14
2019-05-06,4.62,33,14.0,0.14
2019-05-07,5.74,41,14.0,0.14
2019-05-08,5.6000000000000005,40,14.0,0.14
2019-05-09,6.300000000000001,45,14.0,0.14
2019-05-10,7.000000000000001,50,14.0,0.14
2019-05-11,10.500000000000002,75,14.0,0.14
2019-05-12,10.64,76,14.0,0.14
2019-05-13,12.600000000000001,90,14.0,0.14
2019-05-14,14.000000000000002,100,14.0,0.14
2019-05-15,10.780000000000001,77,14.0,0.14
2019-05-16,10.080000000000002,72,14.0,0.14
2019-05-17,10.360000000000001,74,14.0,0.14
2019-05-18,7.5600000000000005,54,14.0,0.14
2019-05-19,9.24,66,14.0,0.14
2019-05-20,9.100000000000001,65,14.0,0.14
2019-05-21,8.120000000000001,58,14.0,0.14
2019-05-22,7.280000000000001,52,14.0,0.14
2019-05-23,7.140000000000001,51,14.0,0.14
2019-05-24,7.280000000000001,52,14.0,0.14
2019-05-25,6.44,46,14.0,0.14
2019-05-26,7.000000000000001,50,14.0,0.14
2019-05-27,9.66,69,14.0,0.14
2019-05-28,8.4,60,14.0,0.14
2019-05-29,8.120000000000001,58,14.0,0.14
2019-05-30,8.680000000000001,62,14.0,0.14
2019-05-31,7.5600000000000005,54,14.0,0.14
2019-06-01,4.32,27,16.0,0.16
2019-06-02,4.32,27,16.0,0.16
2019-06-03,4.16,26,16.0,0.16
2019-06-04,5.28,33,16.0,0.16
2019-06-05,4.0,25,16.0,0.16
2019-06-06,3.84,24,16.0,0.16
2019-06-07,4.0,25,16.0,0.16
2019-06-08,3.36,21,16.0,0.16
2019-06-09,2.88,18,16.0,0.16
2019-06-10,3.52,22,16.0,0.16
2019-06-11,3.68,23,16.0,0.16
2019-06-12,3.68,23,16.0,0.16
2019-06-13,3.68,23,16.0,0.16
2019-06-14,3.84,24,16.0,0.16
2019-06-15,3.84,24,16.0,0.16
2019-06-16,6.08,38,16.0,0.16
2019-06-17,5.44,34,16.0,0.16
2019-06-18,5.76,36,16.0,0.16
2019-06-19,4.64,29,16.0,0.16
2019-06-20,5.28,33,16.0,0.16
2019-06-21,6.88,43,16.0,0.16
2019-06-22,11.36,71,16.0,0.16
2019-06-23,7.5200000000000005,47,16.0,0.16
2019-06-24,7.68,48,16.0,0.16
2019-06-25,8.48,53,16.0,0.16
2019-06-26,16.0,100,16.0,0.16
2019-06-27,11.84,74,16.0,0.16
2019-06-28,9.44,59,16.0,0.16
2019-06-29,6.5600000000000005,41,16.0,0.16
2019-06-30,6.4,40,16.0,0.16
2019-07-01,14.000000000000002,100,14.0,0.14
2019-07-02,14.000000000000002,100,14.0,0.14
2019-07-03,11.760000000000002,84,14.0,0.14
2019-07-04,10.920000000000002,78,14.0,0.14
2019-07-05,10.080000000000002,72,14.0,0.14
2019-07-06,8.96,64,14.0,0.14
2019-07-07,8.4,60,14.0,0.14
2019-07-08,10.500000000000002,75,14.0,0.14
2019-07-09,12.32,88,14.0,0.14
2019-07-10,14.000000000000002,100,14.0,0.14
2019-07-11,12.600000000000001,90,14.0,0.14
2019-07-12,12.180000000000001,87,14.0,0.14
2019-07-13,10.080000000000002,72,14.0,0.14
2019-07-14,10.360000000000001,74,14.0,0.14
2019-07-15,12.740000000000002,91,14.0,0.14
2019-07-16,13.160000000000002,94,14.0,0.14
2019-07-17,12.180000000000001,87,14.0,0.14
2019-07-18,11.760000000000002,84,14.0,0.14
2019-07-19,9.100000000000001,65,14.0,0.14
2019-07-20,8.120000000000001,58,14.0,0.14
2019-07-21,7.5600000000000005,54,14.0,0.14
2019-07-22,8.540000000000001,61,14.0,0.14
2019-07-23,8.540000000000001,61,14.0,0.14
2019-07-24,9.38,67,14.0,0.14
2019-07-25,8.82,63,14.0,0.14
2019-07-26,7.5600000000000005,54,14.0,0.14
2019-07-27,8.260000000000002,59,14.0,0.14
2019-07-28,7.140000000000001,51,14.0,0.14
2019-07-29,7.700000000000001,55,14.0,0.14
2019-07-30,7.840000000000001,56,14.0,0.14
2019-07-31,8.260000000000002,59,14.0,0.14
2019-08-01,7.26,66,11.0,0.11
2019-08-02,7.7,70,11.0,0.11
2019-08-03,6.82,62,11.0,0.11
2019-08-04,6.49,59,11.0,0.11
2019-08-05,11.0,100,11.0,0.11
2019-08-06,10.01,91,11.0,0.11
2019-08-07,9.02,82,11.0,0.11
2019-08-08,7.81,71,11.0,0.11
2019-08-09,7.7,70,11.0,0.11
2019-08-10,7.04,64,11.0,0.11
2019-08-11,6.49,59,11.0,0.11
2019-08-12,6.38,58,11.0,0.11
2019-08-13,7.15,65,11.0,0.11
2019-08-14,8.25,75,11.0,0.11
2019-08-15,8.25,75,11.0,0.11
2019-08-16,7.04,64,11.0,0.11
2019-08-17,6.49,59,11.0,0.11
2019-08-18,5.83,53,11.0,0.11
2019-08-19,6.16,56,11.0,0.11
2019-08-20,6.49,59,11.0,0.11
2019-08-21,6.49,59,11.0,0.11
2019-08-22,6.6,60,11.0,0.11
2019-08-23,6.38,58,11.0,0.11
2019-08-24,5.94,54,11.0,0.11
2019-08-25,5.83,53,11.0,0.11
2019-08-26,5.72,52,11.0,0.11
2019-08-27,5.72,52,11.0,0.11
2019-08-28,6.71,61,11.0,0.11
2019-08-29,6.38,58,11.0,0.11
2019-08-30,5.39,49,11.0,0.11
2019-08-31,4.51,41,11.0,0.11
2019-09-01,4.32,48,9.0,0.09
2019-09-02,5.22,58,9.0,0.09
2019-09-03,6.3,70,9.0,0.09
2019-09-04,5.49,61,9.0,0.09
2019-09-05,5.31,59,9.0,0.09
2019-09-06,5.31,59,9.0,0.09
2019-09-07,5.04,56,9.0,0.09
2019-09-08,4.41,49,9.0,0.09
2019-09-09,5.04,56,9.0,0.09
2019-09-10,4.95,55,9.0,0.09
2019-09-11,4.95,55,9.0,0.09
2019-09-12,4.859999999999999,54,9.0,0.09
2019-09-13,4.41,49,9.0,0.09
2019-09-14,4.14,46,9.0,0.09
2019-09-15,4.05,45,9.0,0.09
2019-09-16,4.59,51,9.0,0.09
2019-09-17,4.68,52,9.0,0.09
2019-09-18,4.68,52,9.0,0.09
2019-09-19,5.13,57,9.0,0.09
2019-09-20,4.68,52,9.0,0.09
2019-09-21,4.41,49,9.0,0.09
2019-09-22,4.32,48,9.0,0.09
2019-09-23,5.22,58,9.0,0.09
2019-09-24,8.459999999999999,94,9.0,0.09
2019-09-25,9.0,100,9.0,0.09
2019-09-26,9.0,100,9.0,0.09
2019-09-27,7.38,82,9.0,0.09
2019-09-28,6.029999999999999,67,9.0,0.09
2019-09-29,5.3999999999999995,60,9.0,0.09
2019-09-30,5.76,64,9.0,0.09
2019-10-01,4.5600000000000005,57,8.0,0.08
2019-10-02,4.64,58,8.0,0.08
2019-10-03,4.24,53,8.0,0.08
2019-10-04,3.68,46,8.0,0.08
2019-10-05,3.52,44,8.0,0.08
2019-10-06,3.52,44,8.0,0.08
2019-10-07,4.08,51,8.0,0.08
2019-10-08,3.92,49,8.0,0.08
2019-10-09,4.48,56,8.0,0.08
2019-10-10,3.7600000000000002,47,8.0,0.08
2019-10-11,3.84,48,8.0,0.08
2019-10-12,3.2800000000000002,41,8.0,0.08
2019-10-13,3.36,42,8.0,0.08
2019-10-14,3.7600000000000002,47,8.0,0.08
2019-10-15,3.68,46,8.0,0.08
2019-10-16,4.0,50,8.0,0.08
2019-10-17,3.84,48,8.0,0.08
2019-10-18,3.6,45,8.0,0.08
2019-10-19,3.36,42,8.0,0.08
2019-10-20,3.2,40,8.0,0.08
2019-10-21,3.52,44,8.0,0.08
2019-10-22,3.6,45,8.0,0.08
2019-10-23,5.12,64,8.0,0.08
2019-10-24,4.64,58,8.0,0.08
2019-10-25,5.5200000000000005,69,8.0,0.08
2019-10-26,8.0,100,8.0,0.08
2019-10-27,4.72,59,8.0,0.08
2019-10-28,5.04,63,8.0,0.08
2019-10-29,4.8,60,8.0,0.08
2019-10-30,4.32,54,8.0,0.08
2019-10-31,3.92,49,8.0,0.08
2019-11-01,5.68,71,8.0,0.08
2019-11-02,4.96,62,8.0,0.08
2019-11-03,4.8,60,8.0,0.08
2019-11-04,5.76,72,8.0,0.08
2019-11-05,5.92,74,8.0,0.08
2019-11-06,5.36,67,8.0,0.08
2019-11-07,5.5200000000000005,69,8.0,0.08
2019-11-08,5.76,72,8.0,0.08
2019-11-09,4.88,61,8.0,0.08
2019-11-10,4.72,59,8.0,0.08
2019-11-11,5.28,66,8.0,0.08
2019-11-12,4.88,61,8.0,0.08
2019-11-13,4.88,61,8.0,0.08
2019-11-14,5.04,63,8.0,0.08
2019-11-15,4.96,62,8.0,0.08
2019-11-16,4.88,61,8.0,0.08
2019-11-17,4.72,59,8.0,0.08
2019-11-18,5.2,65,8.0,0.08
2019-11-19,5.84,73,8.0,0.08
2019-11-20,5.2,65,8.0,0.08
2019-11-21,6.88,86,8.0,0.08
2019-11-22,8.0,100,8.0,0.08
2019-11-23,5.92,74,8.0,0.08
2019-11-24,5.84,73,8.0,0.08
2019-11-25,7.76,97,8.0,0.08
2019-11-26,6.48,81,8.0,0.08
2019-11-27,6.48,81,8.0,0.08
2019-11-28,5.04,63,8.0,0.08
2019-11-29,5.36,67,8.0,0.08
2019-11-30,4.8,60,8.0,0.08
2019-12-01,5.460000000000001,78,7.0,0.07
2019-12-02,5.11,73,7.0,0.07
2019-12-03,5.180000000000001,74,7.0,0.07
2019-12-04,5.670000000000001,81,7.0,0.07
2019-12-05,5.250000000000001,75,7.0,0.07
2019-12-06,4.69,67,7.0,0.07
2019-12-07,4.83,69,7.0,0.07
2019-12-08,4.2,60,7.0,0.07
2019-12-09,5.180000000000001,74,7.0,0.07
2019-12-10,5.32,76,7.0,0.07
2019-12-11,5.32,76,7.0,0.07
2019-12-12,4.970000000000001,71,7.0,0.07
2019-12-13,4.69,67,7.0,0.07
2019-12-14,4.48,64,7.0,0.07
2019-12-15,4.69,67,7.0,0.07
2019-12-16,5.32,76,7.0,0.07
2019-12-17,6.790000000000001,97,7.0,0.07
2019-12-18,7.000000000000001,100,7.0,0.07
2019-12-19,6.090000000000001,87,7.0,0.07
2019-12-20,5.390000000000001,77,7.0,0.07
2019-12-21,4.83,69,7.0,0.07
2019-12-22,4.48,64,7.0,0.07
2019-12-23,5.880000000000001,84,7.0,0.07
2019-12-24,4.83,69,7.0,0.07
2019-12-25,4.550000000000001,65,7.0,0.07
2019-12-26,4.760000000000001,68,7.0,0.07
2019-12-27,4.9,70,7.0,0.07
2019-12-28,5.040000000000001,72,7.0,0.07
2019-12-29,4.83,69,7.0,0.07
2019-12-30,4.550000000000001,65,7.0,0.07
2019-12-31,5.53,79,7.0,0.07
2020-01-01,5.04,56,9.0,0.09
2020-01-02,6.39,71,9.0,0.09
2020-01-03,7.109999999999999,79,9.0,0.09
2020-01-04,6.12,68,9.0,0.09
2020-01-05,6.21,69,9.0,0.09
2020-01-06,6.21,69,9.0,0.09
2020-01-07,8.28,92,9.0,0.09
2020-01-08,8.64,96,9.0,0.09
2020-01-09,6.21,69,9.0,0.09
2020-01-10,6.84,76,9.0,0.09
2020-01-11,6.21,69,9.0,0.09
2020-01-12,5.85,65,9.0,0.09
2020-01-13,5.58,62,9.0,0.09
2020-01-14,9.0,100,9.0,0.09
2020-01-15,8.73,97,9.0,0.09
2020-01-16,7.29,81,9.0,0.09
2020-01-17,6.93,77,9.0,0.09
2020-01-18,7.38,82,9.0,0.09
2020-01-19,7.739999999999999,86,9.0,0.09
2020-01-20,6.4799999999999995,72,9.0,0.09
2020-01-21,6.39,71,9.0,0.09
2020-01-22,5.9399999999999995,66,9.0,0.09
2020-01-23,6.569999999999999,73,9.0,0.09
2020-01-24,5.9399999999999995,66,9.0,0.09
2020-01-25,6.12,68,9.0,0.09
2020-01-26,4.95,55,9.0,0.09
2020-01-27,6.029999999999999,67,9.0,0.09
2020-01-28,7.56,84,9.0,0.09
2020-01-29,7.92,88,9.0,0.09
2020-01-30,7.739999999999999,86,9.0,0.09
2020-01-31,7.29,81,9.0,0.09
2020-02-01,6.5,65,10.0,0.1
2020-02-02,6.300000000000001,63,10.0,0.1
2020-02-03,6.4,64,10.0,0.1
2020-02-04,6.6000000000000005,66,10.0,0.1
2020-02-05,7.9,79,10.0,0.1
2020-02-06,7.5,75,10.0,0.1
2020-02-07,6.800000000000001,68,10.0,0.1
2020-02-08,6.4,64,10.0,0.1
2020-02-09,10.0,100,10.0,0.1
2020-02-10,7.9,79,10.0,0.1
2020-02-11,7.800000000000001,78,10.0,0.1
2020-02-12,8.9,89,10.0,0.1
2020-02-13,7.9,79,10.0,0.1
2020-02-14,7.300000000000001,73,10.0,0.1
2020-02-15,7.0,70,10.0,0.1
2020-02-16,7.1000000000000005,71,10.0,0.1
2020-02-17,7.5,75,10.0,0.1
2020-02-18,6.7,67,10.0,0.1
2020-02-19,7.9,79,10.0,0.1
2020-02-20,7.2,72,10.0,0.1
2020-02-21,6.4,64,10.0,0.1
2020-02-22,6.1000000000000005,61,10.0,0.1
2020-02-23,5.9,59,10.0,0.1
2020-02-24,7.300000000000001,73,10.0,0.1
2020-02-25,7.2,72,10.0,0.1
2020-02-26,7.800000000000001,78,10.0,0.1
2020-02-27,8.1,81,10.0,0.1
2020-02-28,8.3,83,10.0,0.1
2020-02-29,6.7,67,10.0,0.1
2020-03-01,3.77,29,13.0,0.13
2020-03-02,3.9000000000000004,30,13.0,0.13
2020-03-03,3.77,29,13.0,0.13
2020-03-04,3.38,26,13.0,0.13
2020-03-05,3.5100000000000002,27,13.0,0.13
2020-03-06,3.77,29,13.0,0.13
2020-03-07,3.38,26,13.0,0.13
2020-03-08,3.9000000000000004,30,13.0,0.13
2020-03-09,7.0200000000000005,54,13.0,0.13
2020-03-10,4.8100000000000005,37,13.0,0.13
2020-03-11,4.29,33,13.0,0.13
2020-03-12,8.450000000000001,65,13.0,0.13
2020-03-13,13.0,100,13.0,0.13
2020-03-14,7.930000000000001,61,13.0,0.13
2020-03-15,6.11,47,13.0,0.13
2020-03-16,8.84,68,13.0,0.13
2020-03-17,6.890000000000001,53,13.0,0.13
2020-03-18,6.76,52,13.0,0.13
2020-03-19,7.0200000000000005,54,13.0,0.13
2020-03-20,6.890000000000001,53,13.0,0.13
2020-03-21,5.59,43,13.0,0.13
2020-03-22,5.2,40,13.0,0.13
2020-03-23,5.59,43,13.0,0.13
2020-03-24,6.37,49,13.0,0.13
2020-03-25,5.46,42,13.0,0.13
2020-03-26,4.94,38,13.0,0.13
2020-03-27,4.29,33,13.0,0.13
2020-03-28,4.55,35,13.0,0.13
2020-03-29,4.16,32,13.0,0.13
2020-03-30,4.29,33,13.0,0.13
2020-03-31,3.9000000000000004,30,13.0,0.13
2020-04-01,5.0,50,10.0,0.1
2020-04-02,6.0,60,10.0,0.1
2020-04-03,5.6000000000000005,56,10.0,0.1
2020-04-04,5.800000000000001,58,10.0,0.1
2020-04-05,5.2,52,10.0,0.1
2020-04-06,6.300000000000001,63,10.0,0.1
2020-04-07,6.1000000000000005,61,10.0,0.1
2020-04-08,5.800000000000001,58,10.0,0.1
2020-04-09,5.800000000000001,58,10.0,0.1
2020-04-10,6.0,60,10.0,0.1
2020-04-11,5.2,52,10.0,0.1
2020-04-12,5.6000000000000005,56,10.0,0.1
2020-04-13,5.800000000000001,58,10.0,0.1
2020-04-14,5.300000000000001,53,10.0,0.1
2020-04-15,5.4,54,10.0,0.1
2020-04-16,6.300000000000001,63,10.0,0.1
2020-04-17,5.6000000000000005,56,10.0,0.1
2020-04-18,5.7,57,10.0,0.1
2020-04-19,5.7,57,10.0,0.1
2020-04-20,5.4,54,10.0,0.1
2020-04-21,5.300000000000001,53,10.0,0.1
2020-04-22,5.300000000000001,53,10.0,0.1
2020-04-23,6.2,62,10.0,0.1
2020-04-24,6.0,60,10.0,0.1
2020-04-25,5.7,57,10.0,0.1
2020-04-26,5.9,59,10.0,0.1
2020-04-27,6.300000000000001,63,10.0,0.1
2020-04-28,6.7,67,10.0,0.1
2020-04-29,9.200000000000001,92,10.0,0.1
2020-04-30,10.0,100,10.0,0.1
2020-05-01,7.0200000000000005,54,13.0,0.13
2020-05-02,6.37,49,13.0,0.13
2020-05-03,6.890000000000001,53,13.0,0.13
2020-05-04,6.5,50,13.0,0.13
2020-05-05,6.37,49,13.0,0.13
2020-05-06,7.54,58,13.0,0.13
2020-05-07,9.23,71,13.0,0.13
2020-05-08,9.620000000000001,74,13.0,0.13
2020-05-09,8.58,66,13.0,0.13
2020-05-10,13.0,100,13.0,0.13
2020-05-11,13.0,100,13.0,0.13
2020-05-12,9.620000000000001,74,13.0,0.13
2020-05-13,8.32,64,13.0,0.13
2020-05-14,8.19,63,13.0,0.13
2020-05-15,7.28,56,13.0,0.13
2020-05-16,6.5,50,13.0,0.13
2020-05-17,6.11,47,13.0,0.13
2020-05-18,6.63,51,13.0,0.13
2020-05-19,6.11,47,13.0,0.13
2020-05-20,6.11,47,13.0,0.13
2020-05-21,6.890000000000001,53,13.0,0.13
2020-05-22,5.59,43,13.0,0.13
2020-05-23,5.33,41,13.0,0.13
2020-05-24,5.2,40,13.0,0.13
2020-05-25,5.98,46,13.0,0.13
2020-05-26,5.720000000000001,44,13.0,0.13
2020-05-27,5.33,41,13.0,0.13
2020-05-28,5.2,40,13.0,0.13
2020-05-29,5.33,41,13.0,0.13
2020-05-30,4.68,36,13.0,0.13
2020-05-31,4.68,36,13.0,0.13
2020-06-01,6.3,70,9.0,0.09
2020-06-02,9.0,100,9.0,0.09
2020-06-03,6.21,69,9.0,0.09
2020-06-04,6.21,69,9.0,0.09
2020-06-05,6.569999999999999,73,9.0,0.09
2020-06-06,5.3999999999999995,60,9.0,0.09
2020-06-07,5.9399999999999995,66,9.0,0.09
2020-06-08,6.029999999999999,67,9.0,0.09
2020-06-09,5.85,65,9.0,0.09
2020-06-10,6.21,69,9.0,0.09
2020-06-11,6.93,77,9.0,0.09
2020-06-12,6.21,69,9.0,0.09
2020-06-13,5.13,57,9.0,0.09
2020-06-14,5.22,58,9.0,0.09
2020-06-15,6.12,68,9.0,0.09
2020-06-16,5.76,64,9.0,0.09
2020-06-17,5.31,59,9.0,0.09
2020-06-18,5.67,63,9.0,0.09
2020-06-19,5.04,56,9.0,0.09
2020-06-20,5.04,56,9.0,0.09
2020-06-21,4.68,52,9.0,0.09
2020-06-22,5.76,64,9.0,0.09
2020-06-23,5.85,65,9.0,0.09
2020-06-24,5.04,56,9.0,0.09
2020-06-25,4.95,55,9.0,0.09
2020-06-26,5.3999999999999995,60,9.0,0.09
2020-06-27,5.31,59,9.0,0.09
2020-06-28,5.67,63,9.0,0.09
2020-06-29,5.49,61,9.0,0.09
2020-06-30,5.13,57,9.0,0.09
2020-07-01,4.4,44,10.0,0.1
