date,bitcoin,bitcoin_unscaled,bitcoin_monthly,scale
2017-01-17,2.15,43,5.0,0.05
2017-01-18,2.0500000000000003,41,5.0,0.05
2017-01-19,2.2,44,5.0,0.05
2017-01-20,1.75,35,5.0,0.05
2017-01-21,1.85,37,5.0,0.05
2017-01-22,1.8,36,5.0,0.05
2017-01-23,1.9000000000000001,38,5.0,0.05
2017-01-24,2.0500000000000003,41,5.0,0.05
2017-01-25,1.9000000000000001,38,5.0,0.05
2017-01-26,1.9000000000000001,38,5.0,0.05
2017-01-27,1.75,35,5.0,0.05
2017-01-28,1.8,36,5.0,0.05
2017-01-29,1.85,37,5.0,0.05
2017-01-30,1.85,37,5.0,0.05
2017-01-31,1.8,36,5.0,0.05
2017-02-01,2.84,71,4.0,0.04
2017-02-02,2.92,73,4.0,0.04
2017-02-03,3.08,77,4.0,0.04
2017-02-04,2.8000000000000003,70,4.0,0.04
2017-02-05,2.48,62,4.0,0.04
2017-02-06,2.56,64,4.0,0.04
2017-02-07,2.6,65,4.0,0.04
2017-02-08,2.92,73,4.0,0.04
2017-02-09,3.0,75,4.0,0.04
2017-02-10,2.96,74,4.0,0.04
2017-02-11,2.56,64,4.0,0.04
2017-02-12,2.4,60,4.0,0.04
2017-02-13,2.48,62,4.0,0.04
2017-02-14,2.2,55,4.0,0.04
2017-02-15,2.24,56,4.0,0.04
2017-02-16,2.48,62,4.0,0.04
2017-02-17,2.24,56,4.0,0.04
2017-02-18,2.52,63,4.0,0.04
2017-02-19,2.2,55,4.0,0.04
2017-02-20,2.04,51,4.0,0.04
2017-02-21,3.12,78,4.0,0.04
2017-02-22,2.8000000000000003,70,4.0,0.04
2017-02-23,3.44,86,4.0,0.04
2017-02-24,4.0,100,4.0,0.04
2017-02-25,3.04,76,4.0,0.04
2017-02-26,2.6,65,4.0,0.04
2017-02-27,2.84,71,4.0,0.04
2017-02-28,3.04,76,4.0,0.04
2017-03-01,2.3000000000000003,46,5.0,0.05
2017-03-02,3.6,72,5.0,0.05
2017-03-03,3.9000000000000004,78,5.0,0.05
2017-03-04,2.95,59,5.0,0.05
2017-03-05,2.5500000000000003,51,5.0,0.05
2017-03-06,2.75,55,5.0,0.05
2017-03-07,2.85,57,5.0,0.05
2017-03-08,2.8000000000000003,56,5.0,0.05
2017-03-09,2.7,54,5.0,0.05
2017-03-10,5.0,100,5.0,0.05
2017-03-11,3.75,75,5.0,0.05
2017-03-12,2.8000000000000003,56,5.0,0.05
2017-03-13,2.6,52,5.0,0.05
2017-03-14,2.35,47,5.0,0.05
2017-03-15,2.5,50,5.0,0.05
2017-03-16,2.6,52,5.0,0.05
2017-03-17,2.6,52,5.0,0.05
2017-03-18,3.2,64,5.0,0.05
2017-03-19,2.7,54,5.0,0.05
2017-03-20,2.5500000000000003,51,5.0,0.05
2017-03-21,2.35,47,5.0,0.05
2017-03-22,2.4000000000000004,48,5.0,0.05
2017-03-23,2.25,45,5.0,0.05
2017-03-24,2.5500000000000003,51,5.0,0.05
2017-03-25,2.5,50,5.0,0.05
2017-03-26,2.45,49,5.0,0.05
2017-03-27,2.25,45,5.0,0.05
2017-03-28,2.1,42,5.0,0.05
2017-03-29,2.35,47,5.0,0.05
2017-03-30,1.9500000000000002,39,5.0,0.05
2017-03-31,2.1,42,5.0,0.05
2017-04-01,3.2,80,4.0,0.04
2017-04-02,2.84,71,4.0,0.04
2017-04-03,3.16,79,4.0,0.04
2017-04-04,3.44,86,4.0,0.04
2017-04-05,3.12,78,4.0,0.04
2017-04-06,3.24,81,4.0,0.04
2017-04-07,3.4,85,4.0,0.04
2017-04-08,2.84,71,4.0,0.04
2017-04-09,2.8000000000000003,70,4.0,0.04
2017-04-10,2.88,72,4.0,0.04
2017-04-11,3.2,80,4.0,0.04
2017-04-12,3.16,79,4.0,0.04
2017-04-13,3.24,81,4.0,0.04
2017-04-14,2.6,65,4.0,0.04
2017-04-15,2.88,72,4.0,0.04
2017-04-16,3.04,76,4.0,0.04
2017-04-17,3.04,76,4.0,0.04
2017-04-18,3.52,88,4.0,0.04
2017-04-19,2.92,73,4.0,0.04
2017-04-20,3.0,75,4.0,0.04
2017-04-21,3.12,78,4.0,0.04
2017-04-22,3.04,76,4.0,0.04
2017-04-23,2.68,67,4.0,0.04
2017-04-24,2.88,72,4.0,0.04
2017-04-25,3.36,84,4.0,0.04
2017-04-26,3.72,93,4.0,0.04
2017-04-27,4.0,100,4.0,0.04
2017-04-28,3.72,93,4.0,0.04
2017-04-29,3.4,85,4.0,0.04
2017-04-30,3.3200000000000003,83,4.0,0.04
2017-05-01,2.52,21,12.0,0.12
2017-05-02,2.6399999999999997,22,12.0,0.12
2017-05-03,2.52,21,12.0,0.12
2017-05-04,3.84,32,12.0,0.12
2017-05-05,2.88,24,12.0,0.12
2017-05-06,2.4,20,12.0,0.12
2017-05-07,2.4,20,12.0,0.12
2017-05-08,2.76,23,12.0,0.12
2017-05-09,3.84,32,12.0,0.12
2017-05-10,3.48,29,12.0,0.12
2017-05-11,4.08,34,12.0,0.12
2017-05-12,4.32,36,12.0,0.12
2017-05-13,4.32,36,12.0,0.12
2017-05-14,3.7199999999999998,31,12.0,0.12
2017-05-15,4.4399999999999995,37,12.0,0.12
2017-05-16,4.2,35,12.0,0.12
2017-05-17,3.5999999999999996,30,12.0,0.12
2017-05-18,3.12,26,12.0,0.12
2017-05-19,4.2,35,12.0,0.12
2017-05-20,4.4399999999999995,37,12.0,0.12
2017-05-21,4.56,38,12.0,0.12
2017-05-22,8.879999999999999,74,12.0,0.12
2017-05-23,8.64,72,12.0,0.12
2017-05-24,9.24,77,12.0,0.12
2017-05-25,12.0,100,12.0,0.12
2017-05-26,10.2,85,12.0,0.12
2017-05-27,7.319999999999999,61,12.0,0.12
2017-05-28,5.3999999999999995,45,12.0,0.12
2017-05-29,4.92,41,12.0,0.12
2017-05-30,5.3999999999999995,45,12.0,0.12
2017-05-31,5.3999999999999995,45,12.0,0.12
2017-06-01,8.64,72,12.0,0.12
2017-06-02,7.199999999999999,60,12.0,0.12
2017-06-03,7.199999999999999,60,12.0,0.12
2017-06-04,5.88,49,12.0,0.12
2017-06-05,7.319999999999999,61,12.0,0.12
2017-06-06,11.28,94,12.0,0.12
2017-06-07,10.2,85,12.0,0.12
2017-06-08,8.52,71,12.0,0.12
2017-06-09,8.4,70,12.0,0.12
2017-06-10,7.8,65,12.0,0.12
2017-06-11,8.16,68,12.0,0.12
2017-06-12,11.639999999999999,97,12.0,0.12
2017-06-13,9.12,76,12.0,0.12
2017-06-14,9.12,76,12.0,0.12
2017-06-15,12.0,100,12.0,0.12
2017-06-16,8.52,71,12.0,0.12
2017-06-17,6.72,56,12.0,0.12
2017-06-18,5.88,49,12.0,0.12
2017-06-19,6.4799999999999995,54,12.0,0.12
2017-06-20,7.68,64,12.0,0.12
2017-06-21,8.28,69,12.0,0.12
2017-06-22,7.199999999999999,60,12.0,0.12
2017-06-23,6.72,56,12.0,0.12
2017-06-24,6.24,52,12.0,0.12
2017-06-25,5.76,48,12.0,0.12
2017-06-26,7.56,63,12.0,0.12
2017-06-27,8.76,73,12.0,0.12
2017-06-28,7.56,63,12.0,0.12
2017-06-29,6.6,55,12.0,0.12
2017-06-30,5.76,48,12.0,0.12
2017-07-01,4.95,55,9.0,0.09
2017-07-02,5.85,65,9.0,0.09
2017-07-03,5.31,59,9.0,0.09
2017-07-04,5.67,63,9.0,0.09
2017-07-05,6.569999999999999,73,9.0,0.09
2017-07-06,6.21,69,9.0,0.09
2017-07-07,6.029999999999999,67,9.0,0.09
2017-07-08,5.49,61,9.0,0.09
2017-07-09,4.68,52,9.0,0.09
2017-07-10,7.109999999999999,79,9.0,0.09
2017-07-11,7.02,78,9.0,0.09
2017-07-12,7.29,81,9.0,0.09
2017-07-13,6.39,71,9.0,0.09
2017-07-14,6.569999999999999,73,9.0,0.09
2017-07-15,7.29,81,9.0,0.09
2017-07-16,8.1,90,9.0,0.09
2017-07-17,7.739999999999999,86,9.0,0.09
2017-07-18,8.28,92,9.0,0.09
2017-07-19,7.47,83,9.0,0.09
2017-07-20,8.91,99,9.0,0.09
2017-07-21,9.0,100,9.0,0.09
2017-07-22,7.02,78,9.0,0.09
2017-07-23,7.02,78,9.0,0.09
2017-07-24,7.109999999999999,79,9.0,0.09
2017-07-25,7.92,88,9.0,0.09
2017-07-26,7.199999999999999,80,9.0,0.09
2017-07-27,6.93,77,9.0,0.09
2017-07-28,8.1,90,9.0,0.09
2017-07-29,6.3,70,9.0,0.09
2017-07-30,5.85,65,9.0,0.09
2017-07-31,8.37,93,9.0,0.09
2017-08-01,16.0,100,16.0,0.16
2017-08-02,12.32,77,16.0,0.16
2017-08-03,8.16,51,16.0,0.16
2017-08-04,7.68,48,16.0,0.16
2017-08-05,10.08,63,16.0,0.16
2017-08-06,7.5200000000000005,47,16.0,0.16
2017-08-07,9.28,58,16.0,0.16
2017-08-08,9.92,62,16.0,0.16
2017-08-09,8.96,56,16.0,0.16
2017-08-10,8.0,50,16.0,0.16
2017-08-11,8.64,54,16.0,0.16
2017-08-12,10.88,68,16.0,0.16
2017-08-13,12.64,79,16.0,0.16
2017-08-14,15.52,97,16.0,0.16
2017-08-15,14.56,91,16.0,0.16
2017-08-16,12.48,78,16.0,0.16
2017-08-17,12.16,76,16.0,0.16
2017-08-18,11.040000000000001,69,16.0,0.16
2017-08-19,10.4,65,16.0,0.16
2017-08-20,9.44,59,16.0,0.16
2017-08-21,9.28,58,16.0,0.16
2017-08-22,10.88,68,16.0,0.16
2017-08-23,9.92,62,16.0,0.16
2017-08-24,9.44,59,16.0,0.16
2017-08-25,9.120000000000001,57,16.0,0.16
2017-08-26,8.16,51,16.0,0.16
2017-08-27,6.88,43,16.0,0.16
2017-08-28,7.68,48,16.0,0.16
2017-08-29,9.76,61,16.0,0.16
2017-08-30,9.76,61,16.0,0.16
2017-08-31,10.56,66,16.0,0.16
2017-09-01,10.2,68,15.0,0.15
2017-09-02,10.049999999999999,67,15.0,0.15
2017-09-03,8.7,58,15.0,0.15
2017-09-04,9.9,66,15.0,0.15
2017-09-05,9.9,66,15.0,0.15
2017-09-06,8.25,55,15.0,0.15
2017-09-07,7.199999999999999,48,15.0,0.15
2017-09-08,9.0,60,15.0,0.15
2017-09-09,6.75,45,15.0,0.15
2017-09-10,6.1499999999999995,41,15.0,0.15
2017-09-11,7.05,47,15.0,0.15
2017-09-12,8.85,59,15.0,0.15
2017-09-13,11.25,75,15.0,0.15
2017-09-14,15.0,100,15.0,0.15
2017-09-15,14.85,99,15.0,0.15
2017-09-16,8.7,58,15.0,0.15
2017-09-17,7.5,50,15.0,0.15
2017-09-18,8.85,59,15.0,0.15
2017-09-19,8.4,56,15.0,0.15
2017-09-20,6.8999999999999995,46,15.0,0.15
2017-09-21,7.949999999999999,53,15.0,0.15
2017-09-22,7.199999999999999,48,15.0,0.15
2017-09-23,5.55,37,15.0,0.15
2017-09-24,5.1,34,15.0,0.15
2017-09-25,6.45,43,15.0,0.15
2017-09-26,6.0,40,15.0,0.15
2017-09-27,6.75,45,15.0,0.15
2017-09-28,6.6,44,15.0,0.15
2017-09-29,6.3,42,15.0,0.15
2017-09-30,5.85,39,15.0,0.15
2017-10-01,5.92,37,16.0,0.16
2017-10-02,6.4,40,16.0,0.16
2017-10-03,6.5600000000000005,41,16.0,0.16
2017-10-04,6.08,38,16.0,0.16
2017-10-05,6.24,39,16.0,0.16
2017-10-06,5.92,37,16.0,0.16
2017-10-07,5.6000000000000005,35,16.0,0.16
2017-10-08,5.92,37,16.0,0.16
2017-10-09,7.5200000000000005,47,16.0,0.16
2017-10-10,8.16,51,16.0,0.16
2017-10-11,7.36,46,16.0,0.16
2017-10-12,14.24,89,16.0,0.16
2017-10-13,16.0,100,16.0,0.16
2017-10-14,10.4,65,16.0,0.16
2017-10-15,9.92,62,16.0,0.16
2017-10-16,10.56,66,16.0,0.16
2017-10-17,10.24,64,16.0,0.16
2017-10-18,10.56,66,16.0,0.16
2017-10-19,9.76,61,16.0,0.16
2017-10-20,12.48,78,16.0,0.16
2017-10-21,13.280000000000001,83,16.0,0.16
2017-10-22,10.08,63,16.0,0.16
2017-10-23,11.040000000000001,69,16.0,0.16
2017-10-24,12.64,79,16.0,0.16
2017-10-25,12.0,75,16.0,0.16
2017-10-26,11.68,73,16.0,0.16
2017-10-27,10.24,64,16.0,0.16
2017-10-28,9.120000000000001,57,16.0,0.16
2017-10-29,9.28,58,16.0,0.16
2017-10-30,10.88,68,16.0,0.16
2017-10-31,13.120000000000001,82,16.0,0.16
2017-11-01,8.36,22,38.0,0.38
2017-11-02,11.78,31,38.0,0.38
2017-11-03,9.5,25,38.0,0.38
2017-11-04,8.36,22,38.0,0.38
2017-11-05,7.6,20,38.0,0.38
2017-11-06,7.98,21,38.0,0.38
2017-11-07,7.98,21,38.0,0.38
2017-11-08,8.36,22,38.0,0.38
2017-11-09,7.22,19,38.0,0.38
2017-11-10,9.88,26,38.0,0.38
2017-11-11,9.120000000000001,24,38.0,0.38
2017-11-12,10.64,28,38.0,0.38
2017-11-13,9.5,25,38.0,0.38
2017-11-14,7.6,20,38.0,0.38
2017-11-15,7.6,20,38.0,0.38
2017-11-16,7.98,21,38.0,0.38
2017-11-17,10.26,27,38.0,0.38
2017-11-18,7.98,21,38.0,0.38
2017-11-19,7.6,20,38.0,0.38
2017-11-20,8.74,23,38.0,0.38
2017-11-21,10.26,27,38.0,0.38
2017-11-22,7.98,21,38.0,0.38
2017-11-23,7.6,20,38.0,0.38
2017-11-24,7.98,21,38.0,0.38
2017-11-25,7.98,21,38.0,0.38
2017-11-26,12.92,34,38.0,0.38
2017-11-27,16.72,44,38.0,0.38
2017-11-28,22.04,58,38.0,0.38
2017-11-29,38.0,100,38.0,0.38
2017-11-30,30.4,80,38.0,0.38
2017-12-01,34.0,34,100.0,1.0
2017-12-02,26.0,26,100.0,1.0
2017-12-03,24.0,24,100.0,1.0
2017-12-04,29.0,29,100.0,1.0
2017-12-05,28.0,28,100.0,1.0
2017-12-06,42.0,42,100.0,1.0
2017-12-07,100.0,100,100.0,1.0
2017-12-08,86.0,86,100.0,1.0
2017-12-09,56.0,56,100.0,1.0
2017-12-10,49.0,49,100.0,1.0
2017-12-11,59.0,59,100.0,1.0
2017-12-12,57.0,57,100.0,1.0
2017-12-13,48.0,48,100.0,1.0
2017-12-14,40.0,40,100.0,1.0
2017-12-15,37.0,37,100.0,1.0
2017-12-16,38.0,38,100.0,1.0
2017-12-17,40.0,40,100.0,1.0
2017-12-18,41.0,41,100.0,1.0
2017-12-19,42.0,42,100.0,1.0
2017-12-20,70.0,70,100.0,1.0
2017-12-21,45.0,45,100.0,1.0
2017-12-22,92.0,92,100.0,1.0
2017-12-23,56.0,56,100.0,1.0
2017-12-24,38.0,38,100.0,1.0
2017-12-25,33.0,33,100.0,1.0
2017-12-26,33.0,33,100.0,1.0
2017-12-27,31.0,31,100.0,1.0
2017-12-28,32.0,32,100.0,1.0
2017-12-29,28.0,28,100.0,1.0
2017-12-30,25.0,25,100.0,1.0
2017-12-31,21.0,21,100.0,1.0
2018-01-01,16.0,32,50.0,0.5
2018-01-02,24.5,49,50.0,0.5
2018-01-03,24.0,48,50.0,0.5
2018-01-04,22.0,44,50.0,0.5
2018-01-05,22.0,44,50.0,0.5
2018-01-06,20.0,40,50.0,0.5
2018-01-07,18.5,37,50.0,0.5
2018-01-08,22.0,44,50.0,0.5
2018-01-09,20.0,40,50.0,0.5
2018-01-10,20.5,41,50.0,0.5
2018-01-11,25.0,50,50.0,0.5
2018-01-12,19.0,38,50.0,0.5
2018-01-13,15.5,31,50.0,0.5
2018-01-14,14.0,28,50.0,0.5
2018-01-15,14.0,28,50.0,0.5
2018-01-16,36.0,72,50.0,0.5
2018-01-17,50.0,100,50.0,0.5
2018-01-18,34.0,68,50.0,0.5
2018-01-19,21.0,42,50.0,0.5
2018-01-20,16.5,33,50.0,0.5
2018-01-21,15.0,30,50.0,0.5
2018-01-22,19.0,38,50.0,0.5
2018-01-23,20.0,40,50.0,0.5
2018-01-24,17.5,35,50.0,0.5
2018-01-25,17.0,34,50.0,0.5
2018-01-26,17.0,34,50.0,0.5
2018-01-27,14.0,28,50.0,0.5
2018-01-28,13.0,26,50.0,0.5
2018-01-29,12.5,25,50.0,0.5
2018-01-30,15.5,31,50.0,0.5
2018-01-31,17.0,34,50.0,0.5
2018-02-01,21.599999999999998,60,36.0,0.36
2018-02-02,31.32,87,36.0,0.36
2018-02-03,18.0,50,36.0,0.36
2018-02-04,14.399999999999999,40,36.0,0.36
2018-02-05,30.599999999999998,85,36.0,0.36
2018-02-06,36.0,100,36.0,0.36
2018-02-07,23.4,65,36.0,0.36
2018-02-08,19.08,53,36.0,0.36
2018-02-09,15.12,42,36.0,0.36
2018-02-10,12.959999999999999,36,36.0,0.36
2018-02-11,11.16,31,36.0,0.36
2018-02-12,12.6,35,36.0,0.36
2018-02-13,11.52,32,36.0,0.36
2018-02-14,10.44,29,36.0,0.36
2018-02-15,11.879999999999999,33,36.0,0.36
2018-02-16,11.52,32,36.0,0.36
2018-02-17,11.16,31,36.0,0.36
2018-02-18,11.52,32,36.0,0.36
2018-02-19,9.719999999999999,27,36.0,0.36
2018-02-20,11.52,32,36.0,0.36
2018-02-21,12.959999999999999,36,36.0,0.36
2018-02-22,10.44,29,36.0,0.36
2018-02-23,9.0,25,36.0,0.36
2018-02-24,8.28,23,36.0,0.36
2018-02-25,7.92,22,36.0,0.36
2018-02-26,8.64,24,36.0,0.36
2018-02-27,9.0,25,36.0,0.36
2018-02-28,9.0,25,36.0,0.36
2018-03-01,14.8,74,20.0,0.2
2018-03-02,14.4,72,20.0,0.2
2018-03-03,13.4,67,20.0,0.2
2018-03-04,12.8,64,20.0,0.2
2018-03-05,13.8,69,20.0,0.2
2018-03-06,14.4,72,20.0,0.2
2018-03-07,15.600000000000001,78,20.0,0.2
2018-03-08,17.400000000000002,87,20.0,0.2
2018-03-09,17.8,89,20.0,0.2
2018-03-10,14.200000000000001,71,20.0,0.2
2018-03-11,13.4,67,20.0,0.2
2018-03-12,15.600000000000001,78,20.0,0.2
2018-03-13,14.600000000000001,73,20.0,0.2
2018-03-14,17.6,88,20.0,0.2
2018-03-15,19.8,99,20.0,0.2
2018-03-16,17.2,86,20.0,0.2
2018-03-17,14.200000000000001,71,20.0,0.2
2018-03-18,18.2,91,20.0,0.2
2018-03-19,17.0,85,20.0,0.2
2018-03-20,14.4,72,20.0,0.2
2018-03-21,14.600000000000001,73,20.0,0.2
2018-03-22,14.600000000000001,73,20.0,0.2
2018-03-23,13.4,67,20.0,0.2
2018-03-24,11.0,55,20.0,0.2
2018-03-25,10.600000000000001,53,20.0,0.2
2018-03-26,13.8,69,20.0,0.2
2018-03-27,14.200000000000001,71,20.0,0.2
2018-03-28,13.8,69,20.0,0.2
2018-03-29,17.0,85,20.0,0.2
2018-03-30,20.0,100,20.0,0.2
2018-03-31,12.8,64,20.0,0.2
2018-04-01,15.98,94,17.0,0.17
2018-04-02,17.0,100,17.0,0.17
2018-04-03,16.32,96,17.0,0.17
2018-04-04,14.96,88,17.0,0.17
2018-04-05,14.96,88,17.0,0.17
2018-04-06,15.3,90,17.0,0.17
2018-04-07,12.24,72,17.0,0.17
2018-04-08,11.22,66,17.0,0.17
2018-04-09,14.790000000000001,87,17.0,0.17
2018-04-10,13.430000000000001,79,17.0,0.17
2018-04-11,12.750000000000002,75,17.0,0.17
2018-04-12,16.490000000000002,97,17.0,0.17
2018-04-13,15.81,93,17.0,0.17
2018-04-14,11.73,69,17.0,0.17
2018-04-15,11.39,67,17.0,0.17
2018-04-16,12.920000000000002,76,17.0,0.17
2018-04-17,13.090000000000002,77,17.0,0.17
2018-04-18,12.920000000000002,76,17.0,0.17
2018-04-19,12.750000000000002,75,17.0,0.17
2018-04-20,12.920000000000002,76,17.0,0.17
2018-04-21,11.9,70,17.0,0.17
2018-04-22,11.56,68,17.0,0.17
2018-04-23,13.430000000000001,79,17.0,0.17
2018-04-24,16.830000000000002,99,17.0,0.17
2018-04-25,14.620000000000001,86,17.0,0.17
2018-04-26,12.58,74,17.0,0.17
2018-04-27,11.9,70,17.0,0.17
2018-04-28,9.520000000000001,56,17.0,0.17
2018-04-29,9.180000000000001,54,17.0,0.17
2018-04-30,11.05,65,17.0,0.17
2018-05-01,9.719999999999999,81,12.0,0.12
2018-05-02,9.36,78,12.0,0.12
2018-05-03,10.799999999999999,90,12.0,0.12
2018-05-04,10.08,84,12.0,0.12
2018-05-05,10.08,84,12.0,0.12
2018-05-06,9.36,78,12.0,0.12
2018-05-07,10.92,91,12.0,0.12
2018-05-08,10.44,87,12.0,0.12
2018-05-09,10.2,85,12.0,0.12
2018-05-10,9.24,77,12.0,0.12
2018-05-11,12.0,100,12.0,0.12
2018-05-12,8.76,73,12.0,0.12
2018-05-13,8.64,72,12.0,0.12
2018-05-14,9.48,79,12.0,0.12
2018-05-15,9.48,79,12.0,0.12
2018-05-16,9.0,75,12.0,0.12
2018-05-17,9.12,76,12.0,0.12
2018-05-18,9.48,79,12.0,0.12
2018-05-19,7.199999999999999,60,12.0,0.12
2018-05-20,7.56,63,12.0,0.12
2018-05-21,8.4,70,12.0,0.12
2018-05-22,8.76,73,12.0,0.12
2018-05-23,11.16,93,12.0,0.12
2018-05-24,11.52,96,12.0,0.12
2018-05-25,8.879999999999999,74,12.0,0.12
2018-05-26,7.4399999999999995,62,12.0,0.12
2018-05-27,7.92,66,12.0,0.12
2018-05-28,8.52,71,12.0,0.12
2018-05-29,9.0,75,12.0,0.12
2018-05-30,8.76,73,12.0,0.12
2018-05-31,8.64,72,12.0,0.12
2018-06-01,6.24,52,12.0,0.12
2018-06-02,5.88,49,12.0,0.12
2018-06-03,5.88,49,12.0,0.12
2018-06-04,6.72,56,12.0,0.12
2018-06-05,6.24,52,12.0,0.12
2018-06-06,6.359999999999999,53,12.0,0.12
2018-06-07,6.0,50,12.0,0.12
2018-06-08,5.88,49,12.0,0.12
2018-06-09,5.52,46,12.0,0.12
2018-06-10,8.76,73,12.0,0.12
2018-06-11,12.0,100,12.0,0.12
2018-06-12,8.76,73,12.0,0.12
2018-06-13,10.92,91,12.0,0.12
2018-06-14,9.84,82,12.0,0.12
2018-06-15,7.56,63,12.0,0.12
2018-06-16,6.0,50,12.0,0.12
2018-06-17,6.0,50,12.0,0.12
2018-06-18,7.199999999999999,60,12.0,0.12
2018-06-19,7.08,59,12.0,0.12
2018-06-20,7.199999999999999,60,12.0,0.12
2018-06-21,6.359999999999999,53,12.0,0.12
2018-06-22,8.879999999999999,74,12.0,0.12
2018-06-23,7.92,66,12.0,0.12
2018-06-24,9.0,75,12.0,0.12
2018-06-25,8.16,68,12.0,0.12
2018-06-26,7.08,59,12.0,0.12
2018-06-27,7.4399999999999995,62,12.0,0.12
2018-06-28,6.84,57,12.0,0.12
2018-06-29,9.48,79,12.0,0.12
2018-06-30,8.52,71,12.0,0.12
2018-07-01,7.68,64,12.0,0.12
2018-07-02,9.6,80,12.0,0.12
2018-07-03,7.4399999999999995,62,12.0,0.12
2018-07-04,7.08,59,12.0,0.12
2018-07-05,7.68,64,12.0,0.12
2018-07-06,7.4399999999999995,62,12.0,0.12
2018-07-07,5.52,46,12.0,0.12
2018-07-08,7.199999999999999,60,12.0,0.12
2018-07-09,7.08,59,12.0,0.12
2018-07-10,8.04,67,12.0,0.12
2018-07-11,7.4399999999999995,62,12.0,0.12
2018-07-12,7.68,64,12.0,0.12
2018-07-13,7.319999999999999,61,12.0,0.12
2018-07-14,6.72,56,12.0,0.12
2018-07-15,5.52,46,12.0,0.12
2018-07-16,7.319999999999999,61,12.0,0.12
2018-07-17,10.68,89,12.0,0.12
2018-07-18,11.52,96,12.0,0.12
2018-07-19,9.0,75,12.0,0.12
2018-07-20,8.879999999999999,74,12.0,0.12
2018-07-21,6.96,58,12.0,0.12
2018-07-22,6.24,52,12.0,0.12
2018-07-23,8.64,72,12.0,0.12
2018-07-24,12.0,100,12.0,0.12
2018-07-25,10.92,91,12.0,0.12
2018-07-26,9.959999999999999,83,12.0,0.12
2018-07-27,10.32,86,12.0,0.12
2018-07-28,7.4399999999999995,62,12.0,0.12
2018-07-29,7.199999999999999,60,12.0,0.12
2018-07-30,9.0,75,12.0,0.12
2018-07-31,9.12,76,12.0,0.12
2018-08-01,8.36,76,11.0,0.11
2018-08-02,7.04,64,11.0,0.11
2018-08-03,8.14,74,11.0,0.11
2018-08-04,7.15,65,11.0,0.11
2018-08-05,7.04,64,11.0,0.11
2018-08-06,7.81,71,11.0,0.11
2018-08-07,8.25,75,11.0,0.11
2018-08-08,11.0,100,11.0,0.11
2018-08-09,8.8,80,11.0,0.11
2018-08-10,8.36,76,11.0,0.11
2018-08-11,7.92,72,11.0,0.11
2018-08-12,6.6,60,11.0,0.11
2018-08-13,7.81,71,11.0,0.11
2018-08-14,11.0,100,11.0,0.11
2018-08-15,9.24,84,11.0,0.11
2018-08-16,8.25,75,11.0,0.11
2018-08-17,7.59,69,11.0,0.11
2018-08-18,6.38,58,11.0,0.11
2018-08-19,5.61,51,11.0,0.11
2018-08-20,7.04,64,11.0,0.11
2018-08-21,7.59,69,11.0,0.11
2018-08-22,8.03,73,11.0,0.11
2018-08-23,7.59,69,11.0,0.11
2018-08-24,6.93,63,11.0,0.11
2018-08-25,6.71,61,11.0,0.11
2018-08-26,5.61,51,11.0,0.11
2018-08-27,7.15,65,11.0,0.11
2018-08-28,8.25,75,11.0,0.11
2018-08-29,7.59,69,11.0,0.11
2018-08-30,6.38,58,11.0,0.11
2018-08-31,6.16,56,11.0,0.11
2018-09-01,5.58,62,9.0,0.09
2018-09-02,5.58,62,9.0,0.09
2018-09-03,5.22,58,9.0,0.09
2018-09-04,5.9399999999999995,66,9.0,0.09
2018-09-05,7.6499999999999995,85,9.0,0.09
2018-09-06,9.0,100,9.0,0.09
2018-09-07,7.02,78,9.0,0.09
2018-09-08,5.67,63,9.0,0.09
2018-09-09,5.31,59,9.0,0.09
2018-09-10,6.3,70,9.0,0.09
2018-09-11,6.75,75,9.0,0.09
2018-09-12,7.02,78,9.0,0.09
2018-09-13,6.93,77,9.0,0.09
2018-09-14,5.49,61,9.0,0.09
2018-09-15,4.59,51,9.0,0.09
2018-09-16,4.41,49,9.0,0.09
2018-09-17,5.13,57,9.0,0.09
2018-09-18,5.3999999999999995,60,9.0,0.09
2018-09-19,5.3999999999999995,60,9.0,0.09
2018-09-20,5.31,59,9.0,0.09
2018-09-21,5.85,65,9.0,0.09
2018-09-22,5.04,56,9.0,0.09
2018-09-23,4.68,52,9.0,0.09
2018-09-24,5.13,57,9.0,0.09
2018-09-25,5.13,57,9.0,0.09
2018-09-26,5.49,61,9.0,0.09
2018-09-27,5.13,57,9.0,0.09
2018-09-28,5.04,56,9.0,0.09
2018-09-29,4.2299999999999995,47,9.0,0.09
2018-09-30,4.14,46,9.0,0.09
2018-10-01,4.41,63,7.0,0.07
2018-10-02,4.760000000000001,68,7.0,0.07
2018-10-03,4.550000000000001,65,7.0,0.07
2018-10-04,4.48,64,7.0,0.07
2018-10-05,4.0600000000000005,58,7.0,0.07
2018-10-06,3.8500000000000005,55,7.0,0.07
2018-10-07,3.6400000000000006,52,7.0,0.07
2018-10-08,4.130000000000001,59,7.0,0.07
2018-10-09,3.99,57,7.0,0.07
2018-10-10,4.760000000000001,68,7.0,0.07
2018-10-11,7.000000000000001,100,7.0,0.07
2018-10-12,5.250000000000001,75,7.0,0.07
2018-10-13,4.2,60,7.0,0.07
2018-10-14,3.7100000000000004,53,7.0,0.07
2018-10-15,5.390000000000001,77,7.0,0.07
2018-10-16,5.250000000000001,75,7.0,0.07
